,f01_stimulus_1,f01_stimulus_2,f01_stimulus_3,f01_stimulus_4,f01_stimulus_5,f02_stimulus_1,f02_stimulus_2,f02_stimulus_3,f02_stimulus_4,f02_stimulus_5,f03_stimulus_1,f03_stimulus_2,f03_stimulus_3,f03_stimulus_4,f03_stimulus_5
0.1345,-0.64730136,8.04835084,-0.64730136,-0.64730136,-0.64730136,-1.11401798,-1.11401798,-1.11401798,7.50667172,-1.11401798,8.0426537,16.8132683,-0.578036,-0.578036,-0.578036
0.1355,7.97338834,-0.64730136,7.97338834,-0.64730136,-0.64730136,-1.11401798,-1.11401798,-1.11401798,-1.11401798,-1.11401798,-0.578036,-0.578036,-0.578036,-0.578036,-0.578036
0.1365,-0.64730136,8.04835084,-0.64730136,7.97338834,-0.64730136,-1.11401798,-1.11401798,-1.11401798,-1.11401798,-1.11401798,-0.578036,-0.578036,-0.578036,-0.578036,-0.578036
0.1375,-0.64730136,-0.64730136,-0.64730136,-0.64730136,-0.64730136,-1.11401798,7.58163422,-1.11401798,-1.11401798,-1.11401798,-0.578036,-0.578036,8.0426537,-0.578036,-0.578036
0.1385,-0.64730136,-0.64730136,-0.64730136,-0.64730136,-0.64730136,-1.11401798,-1.11401798,7.50667172,-1.11401798,-1.11401798,-0.578036,-0.578036,-0.578036,-0.578036,-0.578036
0.1395,-0.64730136,-0.64730136,-0.64730136,-0.64730136,-0.64730136,7.50667172,-1.11401798,-1.11401798,-1.11401798,-1.11401798,-0.578036,-0.578036,-0.578036,-0.578036,8.0426537
0.1405,-0.64730136,-0.64730136,-0.64730136,-0.64730136,-0.64730136,-1.11401798,7.58163422,-1.11401798,-1.11401798,-1.11401798,-0.578036,-0.578036,-0.578036,-0.578036,-0.578036
0.1415,-0.64730136,-0.64730136,-0.64730136,-0.64730136,-0.64730136,-1.11401798,7.58163422,-1.11401798,7.50667172,-1.11401798,-0.578036,8.1176162,-0.578036,-0.578036,-0.578036
0.1425,-0.64730136,-0.64730136,-0.64730136,-0.64730136,-0.64730136,-1.11401798,7.58163422,7.50667172,-1.11401798,-1.11401798,-0.578036,-0.578036,-0.578036,-0.578036,-0.578036
0.1435,-0.64730136,-0.64730136,-0.64730136,-0.64730136,7.97338834,-1.11401798,-1.11401798,-1.11401798,-1.11401798,16.12736132,-0.578036,-0.578036,-0.578036,-0.578036,8.0426537
0.1445,7.97338834,-0.64730136,-0.64730136,-0.64730136,-0.64730136,-1.11401798,-1.11401798,-1.11401798,-1.11401798,-1.11401798,-0.578036,-0.578036,-0.578036,-0.578036,-0.578036
0.1455,-0.64730136,-0.64730136,-0.64730136,-0.64730136,-0.64730136,-1.11401798,-1.11401798,-1.11401798,-1.11401798,7.50667172,-0.578036,-0.578036,-0.578036,-0.578036,-0.578036
0.1465,-0.64730136,-0.64730136,-0.64730136,-0.64730136,7.97338834,-1.11401798,7.58163422,-1.11401798,-1.11401798,7.50667172,8.0426537,-0.578036,-0.578036,8.0426537,-0.578036
0.1475,-0.64730136,-0.64730136,-0.64730136,-0.64730136,-0.64730136,7.50667172,-1.11401798,-1.11401798,-1.11401798,-1.11401798,-0.578036,-0.578036,-0.578036,-0.578036,-0.578036
0.1485,16.59407794,8.04835084,-0.64730136,-0.64730136,-0.64730136,7.50667172,-1.11401798,-1.11401798,7.50667172,-1.11401798,-0.578036,-0.578036,-0.578036,-0.578036,-0.578036
0.1495,7.97338834,8.04835084,-0.64730136,-0.64730136,-0.64730136,16.12736132,7.58163422,-1.11401798,-1.11401798,-1.11401798,16.6633433,-0.578036,-0.578036,-0.578036,8.0426537
