,f01_stimulus_1,f01_stimulus_2,f01_stimulus_3,f01_stimulus_4,f01_stimulus_5,f02_stimulus_1,f02_stimulus_2,f02_stimulus_3,f02_stimulus_4,f02_stimulus_5,f03_stimulus_1,f03_stimulus_2,f03_stimulus_3,f03_stimulus_4,f03_stimulus_5
0.1275,8.24919564,8.16875804,-0.75981336,-0.75981336,-0.75981336,-0.11623232,8.81233908,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,-0.35730374,-0.35730374,-0.35730374
0.1285,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.11623232,17.74091058,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,-0.35730374,-0.35730374,-0.35730374
0.1295,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,-0.35730374,-0.35730374,-0.35730374
0.1305,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.75981336,8.89277668,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,-0.35730374,-0.35730374,-0.35730374
0.1315,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,8.57126766,-0.35730374,-0.35730374,8.57126766
0.1325,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,-0.35730374,-0.35730374,-0.35730374
0.1335,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,8.57126766,-0.35730374,-0.35730374
0.1345,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,-0.35730374,-0.35730374,-0.35730374
0.1355,-0.75981336,8.16875804,-0.75981336,-0.75981336,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,8.57126766,-0.35730374,-0.35730374
0.1365,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,-0.35730374,-0.35730374,-0.35730374
0.1375,17.25820464,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,-0.35730374,-0.35730374,-0.35730374
0.1385,-0.75981336,-0.75981336,8.16875804,-0.75981336,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,-0.35730374,-0.35730374,-0.35730374
0.1395,-0.75981336,8.16875804,-0.75981336,8.16875804,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,-0.35730374,-0.35730374,8.57126766
0.1405,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.11623232,-0.11623232,8.81233908,-0.11623232,-0.11623232,-0.35730374,-0.35730374,-0.35730374,-0.35730374,-0.35730374
0.1415,8.24919564,-0.75981336,-0.75981336,8.16875804,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,-0.35730374,-0.35730374,-0.35730374
0.1425,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,8.81233908,-0.35730374,-0.35730374,-0.35730374,-0.35730374,8.57126766
0.1435,-0.75981336,-0.75981336,8.16875804,-0.75981336,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,-0.35730374,-0.35730374,-0.35730374
0.1445,8.24919564,-0.75981336,-0.75981336,-0.75981336,8.16875804,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,-0.35730374,-0.35730374,-0.35730374
0.1455,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,-0.35730374,-0.35730374,-0.35730374
0.1465,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.75981336,8.89277668,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,-0.35730374,-0.35730374,8.57126766
0.1475,-0.75981336,-0.75981336,-0.75981336,-0.75981336,8.16875804,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,8.57126766,-0.35730374,-0.35730374,-0.35730374
0.1485,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,-0.35730374,-0.35730374,-0.35730374
0.1495,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.75981336,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.11623232,-0.35730374,-0.35730374,-0.35730374,-0.35730374,-0.35730374
